date,spot chart,spot %age,lumpSum,%age Lumpsum,1% Dip,amount for 1% dip,%age 1% Dip,2% Dip,amount for 2% dip,%age 2% dip,2k for -2% & 1k for -1%,amount -2% || -1% dip,%age for -2% and -1% dip,when to invest 2k,2k sip,amount for 2k sip,%age for sip
7/30/2020,11102.15,-0.899,911.32,-8.87%,34173.5,30000,13.91%,46419.31973,39000,19.02%,56927.46731,49000,16.18%,FALSE,15188.86359,14000,8.49%
7/31/2020,11073.45,-0.259,908.96,-9.10%,34085.1,30000,13.62%,46299.32185,39000,18.72%,56780.30497,49000,15.88%,FALSE,15149.52444,14000,8.21%
8/3/2020,10891.6,-1.642,894.04,-10.60%,34525.4,31000,11.37%,45538.98685,39000,16.77%,56847.84955,50000,13.70%,TRUE,16900.76924,16000,5.63%
8/4/2020,11095.25,1.87,910.75,-8.93%,35170.9,31000,13.45%,46390.47007,39000,18.95%,57910.78471,50000,15.82%,FALSE,17216.81363,16000,7.61%
8/5/2020,11101.65,0.058,911.28,-8.87%,35191.2,31000,13.52%,46417.22918,39000,19.02%,57944.18901,50000,15.89%,FALSE,17226.79938,16000,7.67%
8/6/2020,11200.15,0.887,919.36,-8.06%,35503.4,31000,14.53%,46829.0686,39000,20.07%,58458.30201,50000,16.92%,FALSE,17379.60109,16000,8.62%
8/7/2020,11214.05,0.124,920.5,-7.95%,35547.5,31000,14.67%,46887.18604,39000,20.22%,58530.85197,50000,17.06%,FALSE,17401.1518,16000,8.76%
8/10/2020,11270.15,0.5,925.11,-7.49%,35725.3,31000,15.24%,47121.74635,39000,20.82%,58823.6615,50000,17.65%,FALSE,17488.15756,16000,9.30%
8/11/2020,11322.5,0.465,929.41,-7.06%,35891.3,31000,15.78%,47340.62751,39000,21.39%,59096.89821,50000,18.19%,FALSE,17569.47749,16000,9.81%
8/12/2020,11308.4,-0.125,928.25,-7.18%,35846.6,31000,15.63%,47281.67384,39000,21.24%,59023.30437,50000,18.05%,FALSE,17547.51564,16000,9.67%
8/13/2020,11300.45,-0.07,927.6,-7.24%,35821.4,31000,15.55%,47248.43401,39000,21.15%,58981.80997,50000,17.96%,FALSE,17535.23238,16000,9.60%
8/14/2020,11178.4,-1.08,917.58,-8.24%,36434.5,32000,13.86%,46738.12943,39000,19.84%,59344.7796,51000,16.36%,FALSE,17345.85187,16000,8.41%
8/17/2020,11247.1,0.615,923.22,-7.68%,36658.4,32000,14.56%,47025.37175,39000,20.58%,59709.49962,51000,17.08%,FALSE,17452.52886,16000,9.08%
8/18/2020,11385.35,1.229,934.57,-6.54%,37109,32000,15.97%,47603.41032,39000,22.06%,60443.45223,51000,18.52%,FALSE,17667.02044,16000,10.42%
8/19/2020,11408.4,0.202,936.46,-6.35%,37184.2,32000,16.20%,47699.78493,39000,22.31%,60565.8219,51000,18.76%,FALSE,17702.70782,16000,10.64%
8/20/2020,11312.2,-0.843,928.56,-7.14%,36870.6,32000,15.22%,47297.56207,39000,21.28%,60055.10768,51000,17.76%,FALSE,17553.47399,16000,9.71%
8/21/2020,11371.6,0.525,933.44,-6.66%,37064.2,32000,15.83%,47545.92005,39000,21.91%,60370.45513,51000,18.37%,FALSE,17645.62973,16000,10.29%
8/24/2020,11466.45,0.834,941.22,-5.88%,37373.4,32000,16.79%,47942.49841,39000,22.93%,60874.00236,51000,19.36%,FALSE,17792.79428,16000,11.20%
8/25/2020,11472.25,0.051,941.7,-5.83%,37392.3,32000,16.85%,47966.74886,39000,22.99%,60904.79386,51000,19.42%,FALSE,17801.86861,16000,11.26%
8/26/2020,11549.6,0.674,948.05,-5.20%,37644.4,32000,17.64%,48290.15778,39000,23.82%,61315.4357,51000,20.23%,FALSE,17921.8532,16000,12.01%
8/27/2020,11559.25,0.084,948.84,-5.12%,37675.8,32000,17.74%,48330.5055,39000,23.92%,61366.66639,51000,20.33%,FALSE,17936.90756,16000,12.11%
8/28/2020,11647.6,0.764,956.09,-4.39%,37963.8,32000,18.64%,48699.90664,39000,24.87%,61835.7059,51000,21.25%,FALSE,18073.94553,16000,12.96%
8/31/2020,11387.5,-2.233,934.74,-6.53%,38116,33000,15.50%,49612.39971,41000,21.01%,62454.86632,53000,17.84%,FALSE,17670.35433,16000,10.44%
9/1/2020,11470.25,0.727,941.53,-5.85%,38393,33000,16.34%,49972.92011,41000,21.89%,62908.70958,53000,18.70%,TRUE,19798.81781,18000,9.99%
9/2/2020,11535,0.565,946.85,-5.32%,38609.7,33000,17.00%,50255.01916,41000,22.57%,63263.83166,53000,19.37%,FALSE,19910.68113,18000,10.61%
9/3/2020,11527.45,-0.065,946.23,-5.38%,38584.5,33000,16.92%,50222.12576,41000,22.49%,63222.4236,53000,19.29%,FALSE,19897.73918,18000,10.54%
9/4/2020,11333.85,-1.679,930.34,-6.97%,38936.5,34000,14.52%,49378.6605,41000,20.44%,63160.62232,54000,16.96%,FALSE,19563.65614,18000,8.69%
9/7/2020,11355.05,0.187,932.08,-6.79%,39009.3,34000,14.73%,49471.02343,41000,20.66%,63278.76445,54000,17.18%,FALSE,19600.24018,18000,8.89%
9/8/2020,11317.35,-0.332,928.98,-7.10%,38879.8,34000,14.35%,49306.77426,41000,20.26%,63068.67207,54000,16.79%,FALSE,19535.16738,18000,8.53%
9/9/2020,11278,-0.348,925.75,-7.43%,38744.6,34000,13.95%,49135.33646,41000,19.84%,62849.38467,54000,16.39%,FALSE,19467.185,18000,8.15%
9/10/2020,11449.25,1.518,939.81,-6.02%,39332.9,34000,15.69%,49881.42853,41000,21.66%,63803.71675,54000,18.16%,FALSE,19762.69687,18000,9.79%
9/11/2020,11464.45,0.133,941.06,-5.89%,39385.1,34000,15.84%,49947.65101,41000,21.82%,63888.42243,54000,18.31%,FALSE,19788.98126,18000,9.94%
9/14/2020,11440.05,-0.213,939.06,-6.09%,39301.3,34000,15.59%,49841.3465,41000,21.56%,63752.44752,54000,18.06%,FALSE,19746.83073,18000,9.70%
9/15/2020,11521.8,0.715,945.77,-5.42%,39582.1,34000,16.42%,50197.51016,41000,22.43%,64208.01918,54000,18.90%,FALSE,19888.02057,18000,10.49%
9/16/2020,11604.55,0.718,952.56,-4.74%,39866.4,34000,17.25%,50558.03057,41000,23.31%,64669.16358,54000,19.76%,FALSE,20030.81655,18000,11.28%
9/17/2020,11516.1,-0.762,945.3,-5.47%,39562.6,34000,16.36%,50172.67674,41000,22.37%,64176.25455,54000,18.84%,FALSE,19878.18173,18000,10.43%
9/18/2020,11504.95,-0.097,944.38,-5.56%,39524.3,34000,16.25%,50124.09906,41000,22.25%,64114.11848,54000,18.73%,FALSE,19858.89989,18000,10.33%
9/21/2020,11250.55,-2.211,923.5,-7.65%,39650.3,35000,13.29%,51015.74389,43000,18.64%,64696.4129,56000,15.53%,FALSE,19419.81962,18000,7.89%
9/22/2020,11153.65,-0.861,915.55,-8.45%,39308.8,35000,12.31%,50576.34977,43000,17.62%,64139.18838,56000,14.53%,FALSE,19252.61497,18000,6.96%
9/23/2020,11131.85,-0.195,913.76,-8.62%,39232,35000,12.09%,50477.49742,43000,17.39%,64013.82723,56000,14.31%,FALSE,19215.07237,18000,6.75%
9/24/2020,10805.55,-2.931,886.97,-11.30%,39082,36000,8.56%,50997.88645,45000,13.33%,64137.43545,58000,10.58%,FALSE,18651.8786,18000,3.62%
9/25/2020,11050.25,2.265,907.06,-9.29%,39967,36000,11.02%,52152.77286,45000,15.90%,65589.87707,58000,13.09%,FALSE,19074.34365,18000,5.97%
9/28/2020,11227.55,1.604,921.61,-7.84%,40608.3,36000,12.80%,52989.55815,45000,17.75%,66642.25916,58000,14.90%,FALSE,19380.29612,18000,7.67%
9/29/2020,11222.4,-0.046,921.19,-7.88%,40589.7,36000,12.75%,52965.2522,45000,17.70%,66611.69081,58000,14.85%,FALSE,19371.38119,18000,7.62%
9/30/2020,11247.55,0.224,923.25,-7.68%,40680.6,36000,13.00%,53083.95017,45000,17.96%,66760.97118,58000,15.11%,FALSE,19414.77308,18000,7.86%
10/1/2020,11416.95,1.506,937.16,-6.28%,41293.3,36000,14.70%,53883.45061,45000,19.74%,67766.46202,58000,16.84%,TRUE,21707.15956,20000,8.54%
10/5/2020,11503.35,0.757,944.25,-5.58%,41605.8,36000,15.57%,54291.22415,45000,20.65%,68279.29797,58000,17.72%,FALSE,21871.48276,20000,9.36%
10/6/2020,11662.4,1.383,957.31,-4.27%,42181.1,36000,17.17%,55041.87672,45000,22.32%,69223.35534,58000,19.35%,FALSE,22173.96537,20000,10.87%
10/7/2020,11738.85,0.656,963.58,-3.64%,42457.6,36000,17.94%,55402.69023,45000,23.12%,69677.13205,58000,20.13%,FALSE,22319.42658,20000,11.60%
10/8/2020,11834.6,0.816,971.44,-2.86%,42803.9,36000,18.90%,55854.59204,45000,24.12%,70245.46586,58000,21.11%,FALSE,22501.5531,20000,12.51%
10/9/2020,11914.2,0.673,977.98,-2.20%,43091.8,36000,19.70%,56230.27229,45000,24.96%,70717.93972,58000,21.93%,FALSE,22652.98855,20000,13.26%
10/12/2020,11930.95,0.141,979.35,-2.07%,43152.4,36000,19.87%,56309.32561,45000,25.13%,70817.36104,58000,22.10%,FALSE,22684.92927,20000,13.42%
10/13/2020,11934.5,0.03,979.64,-2.04%,43165.2,36000,19.90%,56326.0802,45000,25.17%,70838.43242,58000,22.14%,FALSE,22691.73475,20000,13.46%
10/14/2020,11971.05,0.306,982.64,-1.74%,43297.4,36000,20.27%,56498.58162,45000,25.55%,71055.37864,58000,22.51%,FALSE,22761.17145,20000,13.81%
10/15/2020,11680.35,-2.428,958.78,-4.12%,43246,37000,16.88%,57126.59356,47000,21.55%,71329.89938,60000,18.88%,FALSE,22208.53021,20000,11.04%
10/16/2020,11762.45,0.703,965.52,-3.45%,43550,37000,17.70%,57528.13061,47000,22.40%,71831.27003,60000,19.72%,FALSE,22364.65618,20000,11.82%
10/19/2020,11873.05,0.94,974.6,-2.54%,43959.5,37000,18.81%,58069.05629,47000,23.55%,72506.68531,60000,20.84%,FALSE,22574.88395,20000,12.87%
10/20/2020,11896.8,0.2,976.55,-2.35%,44047.4,37000,19.05%,58185.21348,47000,23.80%,72651.7225,60000,21.09%,FALSE,22620.03372,20000,13.10%
10/21/2020,11937.65,0.343,979.9,-2.01%,44198.6,37000,19.46%,58385.00384,47000,24.22%,72901.18646,60000,21.50%,FALSE,22697.62043,20000,13.49%
10/22/2020,11896.45,-0.345,976.52,-2.35%,44046.1,37000,19.04%,58183.50169,47000,23.79%,72649.58511,60000,21.08%,FALSE,22619.31364,20000,13.10%
10/23/2020,11930.35,0.285,979.3,-2.07%,44171.6,37000,19.38%,58349.30079,47000,24.15%,72856.60661,60000,21.43%,FALSE,22683.77868,20000,13.42%
10/26/2020,11767.75,-1.363,965.96,-3.40%,44569.6,38000,17.29%,57554.052,47000,22.46%,72863.63623,61000,19.45%,FALSE,22374.59878,20000,11.87%
10/27/2020,11889.4,1.034,975.94,-2.41%,45030.3,38000,18.50%,58149.02134,47000,23.72%,73616.86954,61000,20.68%,FALSE,22605.95213,20000,13.03%
10/28/2020,11729.6,-1.344,962.82,-3.72%,45425.1,39000,16.47%,57367.46688,47000,22.06%,73627.41879,62000,18.75%,FALSE,22302.12814,20000,11.51%
10/29/2020,11670.8,-0.501,958,-4.20%,45197.4,39000,15.89%,57079.88614,47000,21.45%,73258.32758,62000,18.16%,FALSE,22190.39447,20000,10.95%
10/30/2020,11642.4,-0.243,955.67,-4.43%,45087.4,39000,15.61%,56940.9866,47000,21.15%,73080.05904,62000,17.87%,FALSE,22136.47182,20000,10.68%
11/2/2020,11669.15,0.23,957.86,-4.21%,45191,39000,15.87%,57071.81627,47000,21.43%,73247.97043,62000,18.14%,TRUE,24187.3857,22000,9.94%
11/3/2020,11813.5,1.237,969.71,-3.03%,45750,39000,17.31%,57777.80743,47000,22.93%,74154.06424,62000,19.60%,FALSE,24486.58366,22000,11.30%
11/4/2020,11908.5,0.804,977.51,-2.25%,46117.9,39000,18.25%,58242.43618,47000,23.92%,74750.38507,62000,20.57%,FALSE,24683.45579,22000,12.20%
11/5/2020,12120.3,1.779,994.89,-0.51%,46938.2,39000,20.35%,59278.31374,47000,26.12%,76079.86666,62000,22.71%,FALSE,25122.57447,22000,14.19%
11/6/2020,12263.55,1.182,1006.65,0.66%,47492.9,39000,21.78%,59978.92498,47000,27.61%,76979.0557,62000,24.16%,FALSE,25419.5233,22000,15.54%
11/9/2020,12461.05,1.61,1022.86,2.29%,48257.8,39000,23.74%,60944.86369,47000,29.67%,78218.77531,62000,26.16%,FALSE,25828.77763,22000,17.40%
11/10/2020,12631.1,1.365,1036.82,3.68%,48916.3,39000,25.43%,61776.54915,47000,31.44%,79286.1896,62000,27.88%,FALSE,26181.34044,22000,19.01%
11/11/2020,12749.15,0.935,1046.51,4.65%,49373.5,39000,26.60%,62353.91151,47000,32.67%,80027.19669,62000,29.08%,FALSE,26426.13598,22000,20.12%
11/12/2020,12690.8,-0.458,1041.72,4.17%,49147.5,39000,26.02%,62068.53164,47000,32.06%,79660.93016,62000,28.49%,FALSE,26305.10427,22000,19.57%
11/13/2020,12719.95,0.23,1044.12,4.41%,49260.4,39000,26.31%,62211.0993,47000,32.36%,79843.9065,62000,28.78%,FALSE,26365.60601,22000,19.84%
11/14/2020,12780.25,0.474,1049.07,4.91%,49493.9,39000,26.91%,62506.01628,47000,32.99%,80222.4133,62000,29.39%,FALSE,26490.57899,22000,20.41%
11/17/2020,12874.2,0.735,1056.78,5.68%,49857.8,39000,27.84%,62965.50966,47000,33.97%,80812.14321,62000,30.34%,FALSE,26685.28474,22000,21.30%
11/18/2020,12938.25,0.498,1062.04,6.20%,50105.8,39000,28.48%,63278.76725,47000,34.64%,81214.18899,62000,30.99%,FALSE,26818.17746,22000,21.90%
11/19/2020,12771.7,-1.287,1048.36,4.84%,50460.8,40000,26.15%,62464.1997,47000,32.90%,81168.74442,63000,28.84%,FALSE,26473.02751,22000,20.33%
11/20/2020,12859.05,0.684,1055.53,5.55%,50805.9,40000,27.01%,62891.4136,47000,33.81%,81723.88507,63000,29.72%,FALSE,26654.10302,22000,21.16%
11/23/2020,12926.45,0.524,1061.07,6.11%,51072.2,40000,27.68%,63221.05547,47000,34.51%,82152.2363,63000,30.40%,FALSE,26793.77052,22000,21.79%
11/24/2020,13055.15,0.996,1071.63,7.16%,51580.7,40000,28.95%,63850.50515,47000,35.85%,82970.17106,63000,31.70%,FALSE,27060.63648,22000,23.00%
11/25/2020,12858.4,-1.507,1055.48,5.55%,51803.4,41000,26.35%,62888.23456,47000,33.80%,82719.75409,64000,29.25%,FALSE,26652.83269,22000,21.15%
11/26/2020,12987,1,1066.04,6.60%,52321.5,41000,27.61%,63517.19516,47000,35.14%,83547.05456,64000,30.54%,FALSE,26919.36101,22000,22.36%
11/27/2020,12968.95,-0.139,1064.56,6.46%,52248.8,41000,27.44%,63428.9157,47000,34.96%,83430.93657,64000,30.36%,FALSE,26881.9431,22000,22.19%
12/1/2020,13109.05,1.08,1076.06,7.61%,52813.2,41000,28.81%,64114.12083,47000,36.41%,84332.21803,64000,31.77%,TRUE,29172.26809,24000,21.55%
12/2/2020,13113.75,0.036,1076.44,7.64%,52832.1,41000,28.86%,64137.10773,47000,36.46%,84362.45374,64000,31.82%,FALSE,29182.7701,24000,21.59%
12/3/2020,13133.9,0.154,1078.1,7.81%,52913.3,41000,29.06%,64235.65793,47000,36.67%,84492.0813,64000,32.02%,FALSE,29227.71157,24000,21.78%
12/4/2020,13258.55,0.949,1088.33,8.83%,53415.5,41000,30.28%,64845.29976,47000,37.97%,85293.97091,64000,33.27%,FALSE,29505.08255,24000,22.94%
12/7/2020,13355.75,0.733,1096.31,9.63%,53807.1,41000,31.24%,65320.68833,47000,38.98%,85919.27111,64000,34.25%,FALSE,29721.35481,24000,23.84%
12/8/2020,13392.95,0.279,1099.36,9.94%,53956.9,41000,31.60%,65502.62716,47000,39.37%,86158.58353,64000,34.62%,FALSE,29804.27739,24000,24.18%
12/9/2020,13529.1,1.017,1110.54,11.05%,54505.5,41000,32.94%,66168.51352,47000,40.78%,87034.45413,64000,35.99%,FALSE,30107.38689,24000,25.45%
12/10/2020,13478.3,-0.375,1106.37,10.64%,54300.8,41000,32.44%,65920.05941,47000,40.26%,86707.65115,64000,35.48%,FALSE,29994.48419,24000,24.98%
12/11/2020,13513.85,0.264,1109.28,10.93%,54444,41000,32.79%,66093.92838,47000,40.63%,86936.34891,64000,35.84%,FALSE,30073.66962,24000,25.31%
12/14/2020,13558.15,0.328,1112.92,11.29%,54622.5,41000,33.23%,66310.5921,47000,41.09%,87221.33655,64000,36.28%,FALSE,30172.31126,24000,25.72%
12/15/2020,13567.85,0.072,1113.72,11.37%,54661.6,41000,33.32%,66358.03314,47000,41.19%,87283.73791,64000,36.38%,FALSE,30194.03533,24000,25.81%
12/16/2020,13682.7,0.846,1123.14,12.31%,55124.3,41000,34.45%,66919.74484,47000,42.38%,88022.58284,64000,37.54%,FALSE,30449.47686,24000,26.87%
12/17/2020,13740.7,0.424,1127.9,12.79%,55358,41000,35.02%,67203.41292,47000,42.99%,88395.70436,64000,38.12%,FALSE,30578.58265,24000,27.41%
12/18/2020,13760.55,0.144,1129.53,12.95%,55437.9,41000,35.21%,67300.49587,47000,43.19%,88523.40199,64000,38.32%,FALSE,30622.61581,24000,27.59%
12/21/2020,13328.4,-3.14,1094.06,9.41%,54696.9,42000,30.23%,67186.92416,49000,37.12%,87743.32502,66000,32.94%,FALSE,29661.06567,24000,23.59%
12/22/2020,13466.3,1.035,1105.38,10.54%,55262.8,42000,31.58%,67882.06212,49000,38.53%,88651.14625,66000,34.32%,FALSE,29968.0577,24000,24.87%
12/23/2020,13601.1,1.001,1116.45,11.65%,55816,42000,32.90%,68561.57334,49000,39.92%,89538.55961,66000,35.66%,FALSE,30268.03796,24000,26.12%
12/24/2020,13749.25,1.089,1128.61,12.86%,56424,42000,34.34%,69308.38037,49000,41.45%,90513.85849,66000,37.14%,FALSE,30597.65689,24000,27.49%
12/28/2020,13873.2,0.902,1138.78,13.88%,56932.6,42000,35.55%,69933.198,49000,42.72%,91329.84429,66000,38.38%,FALSE,30873.64775,24000,28.64%
12/29/2020,13932.6,0.428,1143.66,14.37%,57176.4,42000,36.13%,70232.62653,49000,43.33%,91720.88549,66000,38.97%,FALSE,31005.78697,24000,29.19%
12/30/2020,13981.95,0.354,1147.71,14.77%,57378.9,42000,36.62%,70481.39418,49000,43.84%,92045.76567,66000,39.46%,FALSE,31115.54745,24000,29.65%
1/1/2021,14018.5,0.261,1150.71,15.07%,57528.9,42000,36.97%,70665.63851,49000,44.22%,92286.38109,66000,39.83%,TRUE,33196.75903,26000,27.68%
1/4/2021,14132.9,0.816,1160.1,16.01%,57998.4,42000,38.09%,71242.31569,49000,45.39%,93039.49747,66000,40.97%,FALSE,33467.64459,26000,28.72%
1/5/2021,14199.5,0.471,1165.57,16.56%,58271.7,42000,38.74%,71578.03859,49000,46.08%,93477.9376,66000,41.63%,FALSE,33625.27719,26000,29.33%
1/6/2021,14146.25,-0.375,1161.19,16.12%,58053.2,42000,38.22%,71309.61149,49000,45.53%,93127.38299,66000,41.10%,FALSE,33499.1824,26000,28.84%
1/7/2021,14137.35,-0.063,1160.46,16.05%,58016.7,42000,38.14%,71264.74762,49000,45.44%,93068.79265,66000,41.01%,FALSE,33478.07792,26000,28.76%
1/8/2021,14347.25,1.485,1177.69,17.77%,58878,42000,40.19%,72322.82927,49000,47.60%,94450.60321,66000,43.11%,FALSE,33975.22737,26000,30.67%
1/11/2021,14484.75,0.958,1188.98,18.90%,59442.3,42000,41.53%,73015.95088,49000,49.01%,95355.79117,66000,44.48%,FALSE,34300.71005,26000,31.93%
1/12/2021,14563.45,0.543,1195.44,19.54%,59765.3,42000,42.30%,73412.66848,49000,49.82%,95873.88784,66000,45.26%,FALSE,34486.96291,26000,32.64%
1/13/2021,14564.85,0.01,1195.56,19.56%,59771,42000,42.31%,73419.72572,49000,49.84%,95883.1043,66000,45.28%,FALSE,34490.4116,26000,32.66%
1/14/2021,14595.6,0.211,1198.08,19.81%,59897.2,42000,42.61%,73574.73292,49000,50.15%,96085.53724,66000,45.58%,FALSE,34563.18637,26000,32.94%
1/15/2021,14433.7,-1.109,1184.79,18.48%,60232.8,43000,40.08%,72758.61373,49000,48.49%,96019.71957,67000,43.31%,FALSE,34179.88064,26000,31.46%
1/18/2021,14281.3,-1.056,1172.28,17.23%,60596.8,44000,37.72%,71990.38294,49000,46.92%,96005.88353,68000,41.19%,FALSE,33818.9411,26000,30.07%
1/19/2021,14521.15,1.679,1191.97,19.20%,61614.5,44000,40.03%,73199.43907,49000,49.39%,97618.27254,68000,43.56%,FALSE,34386.76112,26000,32.26%
1/20/2021,14644.7,0.851,1202.11,20.21%,62138.8,44000,41.22%,73822.24034,49000,50.66%,98448.83606,68000,44.78%,FALSE,34679.39245,26000,33.38%
1/21/2021,14590.35,-0.371,1197.65,19.77%,61908.2,44000,40.70%,73548.26827,49000,50.10%,98083.46878,68000,44.24%,FALSE,34550.73191,26000,32.89%
1/22/2021,14371.9,-1.497,1179.72,17.97%,61981.3,45000,37.74%,72447.08707,49000,47.85%,97614.94104,69000,41.47%,FALSE,34033.50745,26000,30.90%
1/25/2021,14238.9,-0.925,1168.8,16.88%,61407.7,45000,36.46%,71776.64944,49000,46.48%,96711.59582,69000,40.16%,FALSE,33718.69751,26000,29.69%
1/27/2021,13967.5,-1.906,1146.52,14.65%,61237.2,46000,33.12%,70408.5534,49000,43.69%,95868.22821,70000,36.95%,FALSE,33076.01913,26000,27.22%
1/28/2021,13817.55,-1.074,1134.21,13.42%,61579.8,47000,31.02%,69652.67278,49000,42.15%,95839.02177,71000,34.98%,FALSE,32720.78269,26000,25.85%
1/29/2021,13634.6,-1.324,1119.2,11.92%,61764.5,48000,28.68%,68730.44297,49000,40.27%,95570.07402,72000,32.74%,FALSE,32287.55953,26000,24.18%
2/1/2021,14281.2,4.742,1172.27,17.23%,64693.5,48000,34.78%,71989.87885,49000,46.92%,100102.3383,72000,39.03%,TRUE,35818.6356,28000,27.92%
2/2/2021,14647.85,2.567,1202.37,20.24%,66354.5,48000,38.24%,73838.11913,49000,50.69%,102672.3269,72000,42.60%,FALSE,36738.09997,28000,31.21%
2/3/2021,14789.95,0.97,1214.03,21.40%,66998.2,48000,39.58%,74554.42881,49000,52.15%,103668.3596,72000,43.98%,FALSE,37094.45954,28000,32.48%
2/4/2021,14895.65,0.715,1222.71,22.27%,67477,48000,40.58%,75087.25029,49000,53.24%,104409.251,72000,45.01%,FALSE,37359.68493,28000,33.43%
2/5/2021,14924.25,0.192,1225.06,22.51%,67606.5,48000,40.85%,75231.41959,49000,53.53%,104609.7192,72000,45.29%,FALSE,37431.41552,28000,33.68%
2/8/2021,15115.8,1.283,1240.78,24.08%,68474.3,48000,42.65%,76197.001,49000,55.50%,105952.3657,72000,47.16%,FALSE,37911.66059,28000,35.40%
2/9/2021,15109.3,-0.043,1240.25,24.03%,68444.8,48000,42.59%,76164.23525,49000,55.44%,105906.8047,72000,47.09%,FALSE,37895.35857,28000,35.34%
2/10/2021,15106.5,-0.019,1240.02,24.00%,68432.1,48000,42.57%,76150.12078,49000,55.41%,105887.1784,72000,47.07%,FALSE,37888.15845,28000,35.31%
2/11/2021,15173.3,0.442,1245.5,24.55%,68734.7,48000,43.20%,76486.85186,49000,56.10%,106355.4049,72000,47.72%,FALSE,38055.62411,28000,35.91%
2/12/2021,15163.3,-0.066,1244.68,24.47%,68689.4,48000,43.10%,76436.44301,49000,55.99%,106285.3111,72000,47.62%,FALSE,38030.5074,28000,35.82%
2/15/2021,15314.7,0.998,1257.11,25.71%,69375.3,48000,44.53%,77199.63292,49000,57.55%,107346.5311,72000,49.09%,FALSE,38410.05187,28000,37.18%
2/16/2021,15313.45,-0.008,1257,25.70%,69369.6,48000,44.52%,77193.33181,49000,57.54%,107337.7694,72000,49.08%,FALSE,38406.97906,28000,37.17%
2/17/2021,15208.9,-0.683,1248.42,24.84%,68896,48000,43.53%,76666.30734,49000,56.46%,106604.9388,72000,48.06%,FALSE,38144.65939,28000,36.23%
2/18/2021,15118.95,-0.591,1241.04,24.10%,68488.5,48000,42.68%,76212.87979,49000,55.54%,105974.4452,72000,47.19%,FALSE,37919.22446,28000,35.43%
2/19/2021,14981.75,-0.907,1229.78,22.98%,67867,48000,41.39%,75521.27044,49000,54.13%,105012.7585,72000,45.85%,FALSE,37575.29709,28000,34.20%
2/22/2021,14675.7,-2.043,1204.65,20.47%,67480.6,49000,37.72%,75978.50776,51000,48.98%,104867.5381,74000,41.71%,FALSE,36807.63377,28000,31.46%
2/23/2021,14707.8,0.219,1207.29,20.73%,67628.2,49000,38.02%,76144.69473,51000,49.30%,105096.9138,74000,42.02%,FALSE,36888.24249,28000,31.74%
2/24/2021,14982,1.864,1229.8,22.98%,68889,49000,40.59%,77564.27314,51000,52.09%,107056.2533,74000,44.67%,FALSE,37575.83933,28000,34.20%
2/25/2021,15097.35,0.77,1239.27,23.93%,69419.4,49000,41.67%,78161.45902,51000,53.26%,107880.505,74000,45.78%,FALSE,37865.17329,28000,35.23%
2/26/2021,14529.15,-3.764,1192.62,19.26%,67806.8,50000,35.61%,77219.79436,53000,45.70%,105820.3419,76000,39.24%,FALSE,36439.92817,28000,30.14%
3/1/2021,14761.55,1.6,1211.7,21.17%,68891.4,50000,37.78%,78454.95816,53000,48.03%,107512.9838,76000,41.46%,TRUE,39022.96702,30000,30.08%
3/2/2021,14919.1,1.067,1224.63,22.46%,69626.6,50000,39.25%,79292.30781,53000,49.61%,108660.4697,76000,42.97%,FALSE,39439.34208,30000,31.46%
3/3/2021,15245.6,2.188,1251.43,25.14%,71150.4,50000,42.30%,81027.59603,53000,52.88%,111038.4712,76000,46.10%,FALSE,40302.27488,30000,34.34%
3/4/2021,15080.75,-1.081,1237.9,23.79%,71381,51000,39.96%,80151.44821,53000,51.23%,110837.8171,77000,43.95%,FALSE,39866.60729,30000,32.89%
3/5/2021,14938.1,-0.946,1226.19,22.62%,70705.8,51000,38.64%,79393.28936,53000,49.80%,109789.3935,77000,42.58%,FALSE,39489.46919,30000,31.63%
3/8/2021,14956.2,0.121,1227.68,22.77%,70791.5,51000,38.81%,79489.48757,53000,49.98%,109922.4217,77000,42.76%,FALSE,39537.25144,30000,31.79%
3/9/2021,15098.4,0.951,1239.35,23.94%,71464.6,51000,40.13%,80245.25475,53000,51.41%,110967.538,77000,44.11%,FALSE,39913.25071,30000,33.04%
3/10/2021,15174.8,0.506,1245.62,24.56%,71826.2,51000,40.84%,80651.30688,53000,52.17%,111529.0491,77000,44.84%,FALSE,40115.21175,30000,33.72%
3/12/2021,15030.95,-0.948,1233.81,23.38%,71145.3,51000,39.50%,79886.77025,53000,50.73%,110471.806,77000,43.47%,FALSE,39734.91955,30000,32.45%
3/15/2021,14929.5,-0.675,1225.49,22.55%,70665.1,51000,38.56%,79347.58192,53000,49.71%,109726.1868,77000,42.50%,FALSE,39466.70884,30000,31.56%
3/16/2021,14910.45,-0.128,1223.92,22.39%,70575,51000,38.38%,79246.33463,53000,49.52%,109586.1765,77000,42.32%,FALSE,39416.19145,30000,31.39%
3/17/2021,14721.3,-1.269,1208.4,20.84%,70679.7,52000,35.92%,78241.03672,53000,47.62%,109195.9954,78000,39.99%,FALSE,38915.99998,30000,29.72%
3/18/2021,14557.85,-1.11,1194.98,19.50%,70894.9,53000,33.76%,77372.32965,53000,45.99%,108983.5967,79000,37.95%,FALSE,38484.03238,30000,28.28%
3/19/2021,14744,1.279,1210.26,21.03%,71801.4,53000,35.47%,78361.6831,53000,47.85%,110377.1607,79000,39.72%,FALSE,38976.24316,30000,29.92%
